"uuid","match_id","puuid","win_label","champion_name","team_position","side","patch","team_first_blood","enemy_first_blood","first_blood_advantage","team_first_dragon","enemy_first_dragon","first_dragon_advantage","team_first_grub","enemy_first_grub","first_grub_advantage","team_first_herald","enemy_first_herald","first_herald_advantage","team_first_tower","enemy_first_tower","first_tower_advantage"
"NA1_5550930831_Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ","NA1_5550930831","Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ",0,"Rengar","JUNGLE","red","16.9.771.8383",0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5550897751_Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ","NA1_5550897751","Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ",1,"Rengar","JUNGLE","red","16.9.771.8383",0,1,-1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5550871096_Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ","NA1_5550871096","Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ",0,"Rengar","JUNGLE","red","16.9.771.8383",0,1,-1,0,1,-1,0,1,-1,0,0,0,0,1,-1
"NA1_5550844019_Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ","NA1_5550844019","Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ",0,"Rengar","JUNGLE","red","16.9.771.8383",0,1,-1,0,1,-1,1,0,1,0,1,-1,1,0,1
"NA1_5550791988_Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ","NA1_5550791988","Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ",1,"Rengar","JUNGLE","red","16.9.771.8383",0,1,-1,0,1,-1,1,0,1,0,1,-1,0,1,-1
"NA1_5550764045_Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ","NA1_5550764045","Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ",1,"Nocturne","JUNGLE","blue","16.9.771.8383",0,1,-1,0,1,-1,0,0,0,0,0,0,0,1,-1
"NA1_5550739075_Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ","NA1_5550739075","Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ",0,"Karthus","JUNGLE","red","16.9.771.8383",0,1,-1,1,0,1,0,1,-1,0,1,-1,0,1,-1
"NA1_5550700403_Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ","NA1_5550700403","Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ",1,"Karthus","JUNGLE","red","16.9.771.8383",0,1,-1,1,0,1,0,1,-1,0,1,-1,1,0,1
"NA1_5550682246_Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ","NA1_5550682246","Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ",1,"Karthus","JUNGLE","red","16.9.771.8383",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5550662656_Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ","NA1_5550662656","Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ",0,"Rengar","JUNGLE","red","16.9.771.8383",1,0,1,1,0,1,1,0,1,0,1,-1,0,1,-1
"NA1_5550637546_Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ","NA1_5550637546","Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ",1,"Rengar","JUNGLE","red","16.9.771.8383",1,0,1,1,0,1,0,1,-1,0,1,-1,1,0,1
"NA1_5550618963_Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ","NA1_5550618963","Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ",0,"Rengar","JUNGLE","red","16.9.771.8383",1,0,1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5550603509_Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ","NA1_5550603509","Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ",0,"Rengar","JUNGLE","red","16.9.771.8383",1,0,1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5550590415_Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ","NA1_5550590415","Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ",0,"Rengar","JUNGLE","red","16.9.771.8383",0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5550579452_Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ","NA1_5550579452","Fr13MrbTXNdr55Zy96MCHRvqPUvWVUV0w4DSvE__A2lZNXl1UYL_jECYNP9KD_IzuFh0q79hJbVwfQ",1,"Nocturne","JUNGLE","red","16.9.771.8383",0,1,-1,1,0,1,1,0,1,0,1,-1,1,0,1
"NA1_5551338060_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5551338060","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",1,"Jayce","TOP","blue","16.9.772.1032",0,1,-1,0,1,-1,1,0,1,0,1,-1,1,0,1
"NA1_5551297123_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5551297123","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",1,"Sion","TOP","blue","16.9.772.1032",1,0,1,0,1,-1,1,0,1,1,0,1,0,1,-1
"NA1_5551280711_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5551280711","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",1,"Jayce","TOP","blue","16.9.772.1032",1,0,1,1,0,1,1,0,1,0,1,-1,1,0,1
"NA1_5551266290_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5551266290","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",1,"Viego","JUNGLE","red","16.9.772.1032",1,0,1,0,1,-1,1,0,1,0,1,-1,1,0,1
"NA1_5551251452_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5551251452","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",1,"Rumble","TOP","red","16.9.772.1032",0,1,-1,0,1,-1,1,0,1,1,0,1,1,0,1
"NA1_5551237625_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5551237625","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",1,"Yorick","TOP","red","16.9.772.1032",0,1,-1,0,1,-1,0,1,-1,1,0,1,1,0,1
"NA1_5550948915_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5550948915","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",0,"Jayce","TOP","blue","16.9.772.1032",1,0,1,0,1,-1,0,1,-1,1,0,1,1,0,1
"NA1_5550910674_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5550910674","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",0,"Darius","TOP","red","16.9.772.1032",1,0,1,0,1,-1,1,0,1,0,0,0,1,0,1
"NA1_5550889419_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5550889419","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",1,"Jayce","TOP","blue","16.9.772.1032",1,0,1,0,1,-1,1,0,1,1,0,1,1,0,1
"NA1_5550832841_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5550832841","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",1,"Viego","JUNGLE","red","16.9.772.1032",0,1,-1,1,0,1,0,1,-1,0,1,-1,0,1,-1
"NA1_5550783886_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5550783886","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",1,"Vayne","TOP","red","16.9.772.1032",0,1,-1,1,0,1,0,1,-1,1,0,1,0,1,-1
"NA1_5550765633_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5550765633","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",1,"Jayce","TOP","blue","16.9.772.1032",1,0,1,0,1,-1,1,0,1,1,0,1,1,0,1
"NA1_5550656300_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5550656300","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",1,"Vayne","TOP","red","16.9.771.8383",1,0,1,0,1,-1,1,0,1,0,0,0,1,0,1
"NA1_5550637697_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5550637697","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",1,"Rumble","TOP","blue","16.9.771.8383",0,1,-1,0,1,-1,1,0,1,1,0,1,0,1,-1
"NA1_5550625963_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5550625963","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",1,"Viego","JUNGLE","red","16.9.771.8383",1,0,1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5550614012_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5550614012","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",1,"Jayce","TOP","red","16.9.771.8383",1,0,1,0,1,-1,0,1,-1,1,0,1,1,0,1
"NA1_5550600537_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5550600537","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",0,"Anivia","TOP","red","16.9.771.8383",1,0,1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5550588700_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5550588700","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",1,"Vayne","TOP","red","16.9.771.8383",0,1,-1,0,1,-1,1,0,1,0,0,0,0,1,-1
"NA1_5550383319_M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw","NA1_5550383319","M5c73mHwctiI15wVFAqlQNigMs9eMVr-IhFEC1YUAChAEAXa2Tou5CxS_THUYMmQT7F7hvxwNTx-Dw",0,"Ambessa","TOP","red","16.9.769.5709",0,1,-1,0,1,-1,1,0,1,0,1,-1,0,1,-1
"NA1_5551357201_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5551357201","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",1,"Naafiri","JUNGLE","red","16.9.772.1032",1,0,1,1,0,1,0,1,-1,0,0,0,1,0,1
"NA1_5551347812_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5551347812","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",1,"Belveth","JUNGLE","red","16.9.772.1032",0,1,-1,1,0,1,1,0,1,0,0,0,1,0,1
"NA1_5551329511_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5551329511","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",1,"Naafiri","JUNGLE","blue","16.9.772.1032",0,1,-1,1,0,1,0,1,-1,0,1,-1,1,0,1
"NA1_5551313375_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5551313375","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",0,"Ambessa","JUNGLE","blue","16.9.772.1032",1,0,1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5551293674_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5551293674","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",1,"Viego","JUNGLE","red","16.9.772.1032",0,1,-1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5551286948_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5551286948","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",0,"Belveth","JUNGLE","blue","16.9.772.1032",0,1,-1,0,1,-1,0,1,-1,0,0,0,0,1,-1
"NA1_5551272463_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5551272463","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",1,"JarvanIV","JUNGLE","red","16.9.772.1032",1,0,1,0,1,-1,1,0,1,1,0,1,1,0,1
"NA1_5551257756_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5551257756","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",1,"Ambessa","JUNGLE","blue","16.9.772.1032",0,1,-1,0,1,-1,1,0,1,1,0,1,0,1,-1
"NA1_5551238620_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5551238620","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",1,"Ekko","JUNGLE","red","16.9.772.1032",0,1,-1,0,1,-1,1,0,1,1,0,1,1,0,1
"NA1_5551225709_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5551225709","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",1,"Naafiri","JUNGLE","red","16.9.772.1032",0,1,-1,1,0,1,0,1,-1,0,1,-1,0,1,-1
"NA1_5551216560_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5551216560","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",1,"Naafiri","JUNGLE","red","16.9.772.1032",0,1,-1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5550943215_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5550943215","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",1,"Graves","JUNGLE","red","16.9.772.1032",0,1,-1,1,0,1,1,0,1,0,0,0,1,0,1
"NA1_5550855485_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5550855485","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",1,"Naafiri","JUNGLE","red","16.9.772.1032",1,0,1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5550830963_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5550830963","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",1,"Graves","JUNGLE","red","16.9.772.1032",1,0,1,1,0,1,0,1,-1,1,0,1,0,1,-1
"NA1_5550726431_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5550726431","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",0,"Naafiri","JUNGLE","red","16.9.771.8383",1,0,1,0,1,-1,1,0,1,0,1,-1,1,0,1
"NA1_5550709140_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5550709140","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",1,"JarvanIV","JUNGLE","red","16.9.771.8383",0,1,-1,0,1,-1,0,1,-1,0,0,0,1,0,1
"NA1_5550697761_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5550697761","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",1,"Lillia","JUNGLE","blue","16.9.771.8383",0,1,-1,0,1,-1,1,0,1,1,0,1,1,0,1
"NA1_5550683385_YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw","NA1_5550683385","YdnLBxIkZWh9Z5hfxddbkxWXz0DKifVPa6gTHt__gOOn2QxoMTfxWaj4CHcS3yz58X3XJRyMb0xeBw",1,"Graves","JUNGLE","red","16.9.771.8383",1,0,1,0,1,-1,0,1,-1,0,0,0,1,0,1
"NA1_5551351885_1QbsrQxRIPO5wit-Tdk9Z0TVSEwJnmrOEkHJVkuDpTIYvoXgLvZWlbYfY8YEgKgAzbblRcvHYNR0kQ","NA1_5551351885","1QbsrQxRIPO5wit-Tdk9Z0TVSEwJnmrOEkHJVkuDpTIYvoXgLvZWlbYfY8YEgKgAzbblRcvHYNR0kQ",1,"Xerath","BOTTOM","blue","16.9.772.1032",0,1,-1,1,0,1,0,1,-1,1,0,1,0,1,-1
"NA1_5551327959_1QbsrQxRIPO5wit-Tdk9Z0TVSEwJnmrOEkHJVkuDpTIYvoXgLvZWlbYfY8YEgKgAzbblRcvHYNR0kQ","NA1_5551327959","1QbsrQxRIPO5wit-Tdk9Z0TVSEwJnmrOEkHJVkuDpTIYvoXgLvZWlbYfY8YEgKgAzbblRcvHYNR0kQ",0,"Xerath","BOTTOM","red","16.9.772.1032",0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5551310636_1QbsrQxRIPO5wit-Tdk9Z0TVSEwJnmrOEkHJVkuDpTIYvoXgLvZWlbYfY8YEgKgAzbblRcvHYNR0kQ","NA1_5551310636","1QbsrQxRIPO5wit-Tdk9Z0TVSEwJnmrOEkHJVkuDpTIYvoXgLvZWlbYfY8YEgKgAzbblRcvHYNR0kQ",0,"Xerath","BOTTOM","blue","16.9.772.1032",0,1,-1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5551293709_1QbsrQxRIPO5wit-Tdk9Z0TVSEwJnmrOEkHJVkuDpTIYvoXgLvZWlbYfY8YEgKgAzbblRcvHYNR0kQ","NA1_5551293709","1QbsrQxRIPO5wit-Tdk9Z0TVSEwJnmrOEkHJVkuDpTIYvoXgLvZWlbYfY8YEgKgAzbblRcvHYNR0kQ",1,"Xerath","BOTTOM","red","16.9.772.1032",0,1,-1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5551286948_1QbsrQxRIPO5wit-Tdk9Z0TVSEwJnmrOEkHJVkuDpTIYvoXgLvZWlbYfY8YEgKgAzbblRcvHYNR0kQ","NA1_5551286948","1QbsrQxRIPO5wit-Tdk9Z0TVSEwJnmrOEkHJVkuDpTIYvoXgLvZWlbYfY8YEgKgAzbblRcvHYNR0kQ",0,"Xerath","BOTTOM","blue","16.9.772.1032",0,1,-1,0,1,-1,0,1,-1,0,0,0,0,1,-1
"NA1_5551267696_1QbsrQxRIPO5wit-Tdk9Z0TVSEwJnmrOEkHJVkuDpTIYvoXgLvZWlbYfY8YEgKgAzbblRcvHYNR0kQ","NA1_5551267696","1QbsrQxRIPO5wit-Tdk9Z0TVSEwJnmrOEkHJVkuDpTIYvoXgLvZWlbYfY8YEgKgAzbblRcvHYNR0kQ",1,"Xerath","BOTTOM","red","16.9.772.1032",1,0,1,1,0,1,0,1,-1,1,0,1,0,1,-1
"NA1_5551252780_1QbsrQxRIPO5wit-Tdk9Z0TVSEwJnmrOEkHJVkuDpTIYvoXgLvZWlbYfY8YEgKgAzbblRcvHYNR0kQ","NA1_5551252780","1QbsrQxRIPO5wit-Tdk9Z0TVSEwJnmrOEkHJVkuDpTIYvoXgLvZWlbYfY8YEgKgAzbblRcvHYNR0kQ",1,"Xerath","MIDDLE","red","16.9.772.1032",1,0,1,0,1,-1,0,1,-1,1,0,1,0,1,-1
"NA1_5551234334_1QbsrQxRIPO5wit-Tdk9Z0TVSEwJnmrOEkHJVkuDpTIYvoXgLvZWlbYfY8YEgKgAzbblRcvHYNR0kQ","NA1_5551234334","1QbsrQxRIPO5wit-Tdk9Z0TVSEwJnmrOEkHJVkuDpTIYvoXgLvZWlbYfY8YEgKgAzbblRcvHYNR0kQ",1,"Xerath","BOTTOM","red","16.9.772.1032",0,1,-1,1,0,1,0,1,-1,0,1,-1,0,1,-1
